#node time(s) x y
0 6.791 488.560 480.896
1 6.792 491.554 33.732
2 6.793 77.716 4.049
0 6.809 489.279 481.591
1 6.811 490.557 33.655
2 6.812 78.716 4.077
0 6.825 489.998 482.287
1 6.825 489.560 33.577
2 6.826 79.715 4.105
0 6.839 490.716 482.982
1 6.840 488.563 33.500
2 6.841 80.715 4.134
0 6.856 491.435 483.678
1 6.858 487.566 33.423
2 6.859 81.714 4.162
0 6.873 492.153 484.373
1 6.874 486.569 33.345
2 6.876 82.714 4.190
0 6.887 492.872 485.069
1 6.889 485.572 33.268
2 6.890 83.714 4.219
0 6.901 493.590 485.764
1 6.902 484.575 33.191
2 6.903 84.713 4.247
0 6.915 494.309 486.460
1 6.916 483.578 33.113
2 6.917 85.713 4.276
0 6.929 495.027 487.155
1 6.931 482.581 33.036
2 6.932 86.712 4.304
0 6.943 495.746 487.851
1 6.943 481.584 32.959
2 6.944 87.712 4.332
0 7.409 495.746 487.851
1 7.410 480.587 32.881
2 7.410 88.712 4.361
0 7.420 494.746 487.869
1 7.422 479.590 32.804
2 7.423 89.711 4.389
0 7.435 493.746 487.887
1 7.436 478.593 32.727
2 7.437 90.711 4.417
0 7.447 492.747 487.905
1 7.448 477.596 32.649
2 7.449 91.710 4.446
0 7.460 491.747 487.923
1 7.461 476.599 32.572
2 7.462 92.710 4.474
0 7.472 490.747 487.941
1 7.474 475.602 32.495
2 7.476 93.710 4.502
0 7.486 489.747 487.959
1 7.487 474.605 32.417
2 7.488 94.709 4.531
0 7.499 488.747 487.977
1 7.500 473.608 32.340
2 7.501 95.709 4.559
0 7.512 487.747 487.995
1 7.513 472.611 32.263
2 7.514 96.708 4.587
0 7.526 486.747 488.013
1 7.527 471.614 32.185
2 7.528 97.708 4.616
0 7.539 485.748 488.031
1 7.540 470.617 32.108
2 7.541 98.708 4.644
0 7.552 484.748 488.049
1 7.553 469.620 32.031
2 7.554 99.707 4.673
0 7.565 483.748 488.067
1 7.566 468.623 31.954
2 7.567 100.707 4.701
0 7.578 482.748 488.086
1 7.580 467.626 31.876
2 7.581 101.706 4.729
0 7.592 481.748 488.104
1 7.593 466.629 31.799
2 7.594 102.706 4.758
0 7.604 480.748 488.122
1 7.605 465.632 31.722
2 7.606 103.706 4.786
0 7.617 479.749 488.140
1 7.618 464.635 31.644
2 7.619 104.705 4.814
0 7.629 478.749 488.158
1 7.630 463.638 31.567
2 7.631 105.705 4.843
0 7.642 477.749 488.176
1 7.643 462.641 31.490
2 7.643 106.704 4.871
0 7.654 476.749 488.194
1 7.655 461.644 31.412
2 7.657 107.704 4.899
0 7.667 475.749 488.212
1 7.668 460.647 31.335
2 7.670 108.704 4.928
0 7.681 474.749 488.230
1 7.682 459.650 31.258
2 7.683 109.703 4.956
0 7.694 473.750 488.248
1 7.695 458.653 31.180
2 7.696 110.703 4.984
0 7.707 472.750 488.266
1 7.709 457.656 31.103
2 7.710 111.702 5.013
0 7.720 471.750 488.284
1 7.721 456.659 31.026
2 7.722 112.702 5.041
0 7.733 470.750 488.302
1 7.734 455.662 30.948
2 7.735 113.702 5.070
0 7.745 469.750 488.321
1 7.746 454.665 30.871
2 7.747 114.701 5.098
0 7.758 468.750 488.339
1 7.759 453.668 30.794
2 7.760 115.701 5.126
0 7.770 467.751 488.357
1 7.771 452.671 30.716
2 7.772 116.700 5.155
0 7.782 466.751 488.375
1 7.783 451.674 30.639
2 7.784 117.700 5.183
0 7.795 465.751 488.393
1 7.796 450.677 30.562
2 7.797 118.700 5.211
0 7.807 464.751 488.411
1 7.808 449.680 30.484
2 7.809 119.699 5.240
0 7.819 463.751 488.429
1 7.821 448.683 30.407
2 7.822 120.699 5.268
0 7.832 462.751 488.447
1 7.833 447.686 30.330
2 7.834 121.698 5.296
0 7.845 461.752 488.465
1 7.846 446.689 30.252
2 7.847 122.698 5.325
0 7.858 460.752 488.483
1 7.859 445.692 30.175
2 7.860 123.698 5.353
0 7.870 459.752 488.501
1 7.871 444.695 30.098
2 7.872 124.697 5.381
0 7.883 458.752 488.519
1 7.884 443.698 30.020
2 7.885 125.697 5.410
0 7.895 457.752 488.537
1 7.897 442.701 29.943
2 7.898 126.696 5.438
0 7.908 456.752 488.556
1 7.909 441.704 29.866
2 7.910 127.696 5.467
0 7.921 455.753 488.574
1 7.922 440.707 29.788
2 7.923 128.696 5.495
0 7.933 454.753 488.592
1 7.934 439.710 29.711
2 7.935 129.695 5.523
0 7.946 453.753 488.610
1 7.947 438.713 29.634
2 7.948 130.695 5.552
0 7.959 452.753 488.628
1 7.960 437.716 29.556
2 7.961 131.694 5.580
0 7.971 451.753 488.646
1 7.972 436.719 29.479
2 7.973 132.694 5.608
0 7.984 450.753 488.664
1 7.985 435.722 29.402
2 7.986 133.694 5.637
0 7.997 449.754 488.682
1 7.998 434.725 29.324
2 7.999 134.693 5.665
0 8.009 448.754 488.700
1 8.010 433.728 29.247
2 8.011 135.693 5.693
0 8.022 447.754 488.718
1 8.023 432.731 29.170
2 8.024 136.692 5.722
0 8.034 446.754 488.736
1 8.036 431.734 29.092
2 8.037 137.692 5.750
0 8.047 445.754 488.754
1 8.048 430.737 29.015
2 8.049 138.692 5.778
0 8.059 444.754 488.772
1 8.060 429.740 28.938
2 8.061 139.691 5.807
0 8.072 443.755 488.791
1 8.073 428.743 28.860
2 8.074 140.691 5.835
0 8.084 442.755 488.809
1 8.085 427.746 28.783
2 8.086 141.690 5.864
0 8.097 441.755 488.827
1 8.099 426.749 28.706
2 8.100 142.690 5.892
0 8.111 440.755 488.845
1 8.112 425.752 28.628
2 8.113 143.689 5.920
0 8.124 439.755 488.863
1 8.125 424.755 28.551
2 8.126 144.689 5.949
0 8.136 438.755 488.881
1 8.138 423.758 28.474
2 8.139 145.689 5.977
0 8.149 437.755 488.899
1 8.150 422.761 28.396
2 8.151 146.688 6.005
0 8.162 436.756 488.917
1 8.163 421.764 28.319
2 8.164 147.688 6.034
0 8.174 435.756 488.935
1 8.176 420.767 28.242
2 8.177 148.687 6.062
0 8.187 434.756 488.953
1 8.188 419.770 28.164
2 8.189 149.687 6.090
0 8.199 433.756 488.971
1 8.201 418.773 28.087
2 8.202 150.687 6.119
0 8.212 432.756 488.989
1 8.213 417.776 28.010
2 8.214 151.686 6.147
0 8.224 431.756 489.007
1 8.225 416.779 27.932
2 8.226 152.686 6.175
0 8.237 430.757 489.026
1 8.238 415.782 27.855
2 8.240 153.685 6.204
0 8.250 429.757 489.044
1 8.251 414.785 27.778
2 8.252 154.685 6.232
0 8.263 428.757 489.062
1 8.264 413.788 27.700
2 8.265 155.685 6.261
0 8.275 427.757 489.080
1 8.276 412.791 27.623
2 8.277 156.684 6.289
0 8.288 426.757 489.098
1 8.289 411.794 27.546
2 8.290 157.684 6.317
0 8.300 425.757 489.116
1 8.302 410.797 27.468
2 8.303 158.683 6.346
0 8.313 424.758 489.134
1 8.314 409.800 27.391
2 8.316 159.683 6.374
0 8.326 423.758 489.152
1 8.327 408.803 27.314
2 8.328 160.683 6.402
0 8.339 422.758 489.170
1 8.340 407.805 27.236
2 8.341 161.682 6.431
0 8.351 421.758 489.188
1 8.352 406.808 27.159
2 8.354 162.682 6.459
0 8.364 420.758 489.206
1 8.365 405.811 27.082
2 8.366 163.681 6.487
0 8.376 419.758 489.224
1 8.377 404.814 27.005
2 8.378 164.681 6.516
0 8.389 418.759 489.242
1 8.390 403.817 26.927
2 8.391 165.681 6.544
0 8.402 417.759 489.261
1 8.403 402.820 26.850
2 8.404 166.680 6.572
0 8.415 416.759 489.279
1 8.416 401.823 26.773
2 8.417 167.680 6.601
0 8.427 415.759 489.297
1 8.428 400.826 26.695
2 8.430 168.679 6.629
0 8.441 414.759 489.315
1 8.442 399.829 26.618
2 8.443 169.679 6.658
0 8.453 413.759 489.333
1 8.455 398.832 26.541
2 8.456 170.679 6.686
0 8.466 412.760 489.351
1 8.467 397.835 26.463
2 8.469 171.678 6.714
0 8.479 411.760 489.369
1 8.480 396.838 26.386
2 8.481 172.678 6.743
0 8.492 410.760 489.387
1 8.493 395.841 26.309
2 8.494 173.677 6.771
0 8.504 409.760 489.405
1 8.505 394.844 26.231
2 8.507 174.677 6.799
0 8.517 408.760 489.423
1 8.518 393.847 26.154
2 8.519 175.677 6.828
0 8.529 407.760 489.441
1 8.530 392.850 26.077
2 8.531 176.676 6.856
0 8.541 406.761 489.459
1 8.542 391.853 25.999
2 8.543 177.676 6.884
0 8.554 405.761 489.477
1 8.555 390.856 25.922
2 8.556 178.675 6.913
0 8.567 404.761 489.496
1 8.568 389.859 25.845
2 8.569 179.675 6.941
0 8.580 403.761 489.514
1 8.581 388.862 25.767
2 8.582 180.675 6.969
0 8.592 402.761 489.532
1 8.593 387.865 25.690
2 8.594 181.674 6.998
0 8.605 401.761 489.550
1 8.606 386.868 25.613
2 8.607 182.674 7.026
0 8.618 400.762 489.568
1 8.619 385.871 25.535
2 8.620 183.673 7.055
0 8.630 399.762 489.586
1 8.631 384.874 25.458
2 8.632 184.673 7.083
0 8.642 398.762 489.604
1 8.643 383.877 25.381
2 8.644 185.673 7.111
0 8.655 397.762 489.622
1 8.657 382.880 25.303
2 8.658 186.672 7.140
0 8.669 396.762 489.640
1 8.671 381.883 25.226
2 8.673 187.672 7.168
0 8.683 395.762 489.658
1 8.685 380.886 25.149
2 8.686 188.671 7.196
0 8.697 394.763 489.676
1 8.699 379.889 25.071
2 8.700 189.671 7.225
0 8.711 393.763 489.694
1 8.712 378.892 24.994
2 8.714 190.671 7.253
0 8.725 392.763 489.712
1 8.727 377.895 24.917
2 8.728 191.670 7.281
0 8.739 391.763 489.731
1 8.740 376.898 24.839
2 8.742 192.670 7.310
0 8.752 390.763 489.749
1 8.754 375.901 24.762
2 8.755 193.669 7.338
0 8.766 389.763 489.767
1 8.767 374.904 24.685
2 8.768 194.669 7.367
0 8.779 388.764 489.785
1 8.780 373.907 24.607
2 8.781 195.669 7.395
0 8.792 387.764 489.803
1 8.793 372.910 24.530
2 8.794 196.668 7.423
0 8.805 386.764 489.821
1 8.807 371.913 24.453
2 8.808 197.668 7.452
0 8.819 385.764 489.839
1 8.820 370.916 24.375
2 8.823 198.667 7.480
0 8.833 384.764 489.857
1 8.835 369.919 24.298
2 8.836 199.667 7.508
0 8.847 383.764 489.875
1 8.848 368.922 24.221
2 8.850 200.667 7.537
0 8.861 382.764 489.893
1 8.862 367.925 24.143
2 8.864 201.666 7.565
0 8.874 381.765 489.911
1 8.876 366.928 24.066
2 8.877 202.666 7.593
0 8.888 380.765 489.929
1 8.890 365.931 23.989
2 8.891 203.665 7.622
0 8.902 379.765 489.947
1 8.904 364.934 23.911
2 8.905 204.665 7.650
0 8.915 378.765 489.966
1 8.917 363.937 23.834
2 8.919 205.665 7.678
0 8.929 377.765 489.984
1 8.930 362.940 23.757
2 8.932 206.664 7.707
0 8.943 376.765 490.002
1 8.945 361.943 23.679
2 8.946 207.664 7.735
0 8.956 375.766 490.020
1 8.958 360.946 23.602
2 8.959 208.663 7.764
0 8.970 374.766 490.038
1 8.971 359.949 23.525
2 8.974 209.663 7.792
0 8.985 373.766 490.056
1 8.986 358.952 23.447
2 8.987 210.663 7.820
0 8.998 372.766 490.074
1 9.000 357.955 23.370
2 9.001 211.662 7.849
0 9.013 371.766 490.092
1 9.014 356.958 23.293
2 9.015 212.662 7.877
0 9.026 370.766 490.110
1 9.027 355.961 23.215
2 9.029 213.661 7.905
0 9.041 369.767 490.128
1 9.042 354.964 23.138
2 9.044 214.661 7.934
0 9.056 368.767 490.146
1 9.057 353.967 23.061
2 9.059 215.661 7.962
0 9.070 367.767 490.164
1 9.072 352.970 22.983
2 9.073 216.660 7.990
0 9.085 366.767 490.182
1 9.086 351.973 22.906
2 9.088 217.660 8.019
0 9.099 365.767 490.201
1 9.101 350.976 22.829
2 9.102 218.659 8.047
0 9.115 364.767 490.219
1 9.116 349.979 22.751
2 9.117 219.659 8.075
0 9.129 363.768 490.237
1 9.130 348.982 22.674
2 9.131 220.659 8.104
0 9.147 362.768 490.255
1 9.147 347.985 22.597
2 9.148 221.658 8.132
0 9.171 361.768 490.273
1 9.174 346.988 22.519
2 9.175 222.658 8.161
0 9.191 360.768 490.291
1 9.193 345.991 22.442
2 9.193 223.657 8.189
0 9.213 359.768 490.309
1 9.217 344.994 22.365
2 9.221 224.657 8.217
0 9.239 358.768 490.327
1 9.240 343.997 22.287
2 9.242 225.657 8.246
0 9.262 357.769 490.345
1 9.263 343.000 22.210
2 9.266 226.656 8.274
0 9.285 356.769 490.363
1 9.287 342.003 22.133
2 9.288 227.656 8.302
0 9.307 355.769 490.381
1 9.308 341.006 22.055
2 9.310 228.655 8.331
0 9.333 354.769 490.399
1 9.336 340.009 21.978
2 9.339 229.655 8.359
0 9.357 353.769 490.417
1 9.358 339.012 21.901
2 9.360 230.655 8.387
0 9.378 352.769 490.436
1 9.379 338.015 21.824
2 9.382 231.654 8.416
0 9.400 351.770 490.454
1 9.403 337.018 21.746
2 9.404 232.654 8.444
0 9.423 350.770 490.472
1 9.424 336.021 21.669
2 9.425 233.653 8.472
0 9.443 349.770 490.490
1 9.444 335.024 21.592
2 9.445 234.653 8.501
0 9.462 348.770 490.508
1 9.463 334.027 21.514
2 9.463 235.653 8.529
0 9.481 347.770 490.526
1 9.484 333.030 21.437
2 9.485 236.652 8.558
0 9.506 346.770 490.544
1 9.508 332.033 21.360
2 9.512 237.652 8.586
0 9.529 345.771 490.562
1 9.531 331.036 21.282
2 9.532 238.651 8.614
0 9.547 344.771 490.580
1 9.549 330.039 21.205
2 9.550 239.651 8.643
0 9.565 343.771 490.598
1 9.566 329.042 21.128
2 9.568 240.650 8.671
0 9.583 342.771 490.616
1 9.585 328.045 21.050
2 9.586 241.650 8.699
0 9.602 341.771 490.634
1 9.603 327.048 20.973
2 9.603 242.650 8.728
0 9.618 340.771 490.652
1 9.619 326.051 20.896
2 9.619 243.649 8.756
0 9.639 339.772 490.671
1 9.641 325.054 20.818
2 9.642 244.649 8.784
0 9.665 338.772 490.689
1 9.666 324.057 20.741
2 9.667 245.648 8.813
0 9.689 337.772 490.707
1 9.693 323.060 20.664
2 9.695 246.648 8.841
0 9.709 336.772 490.725
1 9.711 322.063 20.586
2 9.712 247.648 8.869
0 9.727 335.772 490.743
1 9.729 321.066 20.509
2 9.730 248.647 8.898
0 9.743 334.772 490.761
1 9.744 320.069 20.432
2 9.745 249.647 8.926
0 9.759 333.772 490.779
1 9.760 319.072 20.354
2 9.761 250.646 8.955
0 9.773 332.773 490.797
1 9.775 318.075 20.277
2 9.776 251.646 8.983
0 9.788 331.773 490.815
1 9.789 317.078 20.200
2 9.791 252.646 9.011
0 9.804 330.773 490.833
1 9.805 316.081 20.122
2 9.806 253.645 9.040
0 9.820 329.773 490.851
1 9.821 315.084 20.045
2 9.823 254.645 9.068
0 9.835 328.773 490.869
1 9.836 314.087 19.968
2 9.837 255.644 9.096
0 9.849 327.773 490.887
1 9.851 313.090 19.890
2 9.852 256.644 9.125
0 9.864 326.774 490.906
1 9.866 312.093 19.813
2 9.867 257.644 9.153
0 9.879 325.774 490.924
1 9.880 311.096 19.736
2 9.882 258.643 9.181
0 9.893 324.774 490.942
1 9.894 310.099 19.658
2 9.895 259.643 9.210
0 9.906 323.774 490.960
1 9.908 309.102 19.581
2 9.909 260.642 9.238
0 9.920 322.774 490.978
1 9.922 308.105 19.504
2 9.923 261.642 9.266
0 9.933 321.774 490.996
1 9.935 307.108 19.426
2 9.936 262.642 9.295
0 9.947 320.775 491.014
1 9.948 306.111 19.349
2 9.950 263.641 9.323
0 9.960 319.775 491.032
1 9.962 305.114 19.272
2 9.963 264.641 9.352
0 9.974 318.775 491.050
1 9.975 304.117 19.194
2 9.976 265.640 9.380
0 9.987 317.775 491.068
1 9.988 303.120 19.117
2 9.989 266.640 9.408
0 10.000 316.775 491.086
1 10.001 302.123 19.040
2 10.002 267.640 9.437
0 10.013 315.775 491.104
1 10.014 301.126 18.962
2 10.015 268.639 9.465
0 10.028 314.776 491.122
1 10.029 300.129 18.885
2 10.030 269.639 9.493
0 10.044 313.776 491.141
1 10.045 299.132 18.808
2 10.046 270.638 9.522
0 10.069 312.776 491.159
1 10.070 298.135 18.730
2 10.071 271.638 9.550
0 10.084 311.776 491.177
1 10.086 297.138 18.653
2 10.087 272.638 9.578
0 10.105 310.776 491.195
1 10.106 296.141 18.576
2 10.107 273.637 9.607
0 10.128 309.776 491.213
1 10.131 295.144 18.498
2 10.134 274.637 9.635
0 10.151 308.777 491.231
1 10.152 294.147 18.421
2 10.153 275.636 9.663
0 10.171 307.777 491.249
1 10.172 293.150 18.344
2 10.173 276.636 9.692
0 10.187 306.777 491.267
1 10.188 292.153 18.266
2 10.190 277.636 9.720
0 10.200 305.777 491.285
1 10.201 291.156 18.189
2 10.202 278.635 9.749
0 10.216 304.777 491.303
1 10.218 290.159 18.112
2 10.219 279.635 9.777
0 10.233 303.777 491.321
1 10.237 289.162 18.034
2 10.240 280.634 9.805
0 10.251 302.778 491.339
1 10.252 288.165 17.957
2 10.253 281.634 9.834
0 10.267 301.778 491.357
1 10.270 287.168 17.880
2 10.273 282.634 9.862
0 10.283 300.778 491.376
1 10.284 286.171 17.802
2 10.285 283.633 9.890
0 10.296 299.778 491.394
1 10.297 285.174 17.725
2 10.298 284.633 9.919
0 10.308 298.778 491.412
1 10.309 284.177 17.648
2 10.310 285.632 9.947
0 10.320 297.778 491.430
1 10.321 283.180 17.570
2 10.322 286.632 9.975
0 10.333 296.779 491.448
1 10.334 282.183 17.493
2 10.335 287.632 10.004
0 10.346 295.779 491.466
1 10.347 281.186 17.416
2 10.348 288.631 10.032
0 10.359 294.779 491.484
1 10.360 280.189 17.338
2 10.361 289.631 10.060
0 10.372 293.779 491.502
1 10.373 279.192 17.261
2 10.374 290.630 10.089
0 10.384 292.779 491.520
1 10.385 278.195 17.184
2 10.386 291.630 10.117
0 10.397 291.779 491.538
1 10.398 277.198 17.106
2 10.399 292.630 10.146
0 10.410 290.780 491.556
1 10.411 276.201 17.029
2 10.411 293.629 10.174
0 10.422 289.780 491.574
1 10.423 275.204 16.952
2 10.424 294.629 10.202
0 10.434 288.780 491.592
1 10.435 274.207 16.875
2 10.436 295.628 10.231
0 10.447 287.780 491.611
1 10.447 273.210 16.797
2 10.448 296.628 10.259
0 10.460 286.780 491.629
1 10.461 272.213 16.720
2 10.462 297.628 10.287
0 10.480 285.780 491.647
1 10.483 271.216 16.643
2 10.486 298.627 10.316
0 10.504 284.780 491.665
1 10.505 270.219 16.565
2 10.506 299.627 10.344
0 10.527 283.781 491.683
1 10.530 269.222 16.488
2 10.532 300.626 10.372
0 10.551 282.781 491.701
1 10.552 268.225 16.411
2 10.553 301.626 10.401
0 10.572 281.781 491.719
1 10.573 267.228 16.333
2 10.574 302.626 10.429
0 10.593 280.781 491.737
1 10.595 266.231 16.256
2 10.596 303.625 10.457
0 10.613 279.781 491.755
1 10.615 265.234 16.179
2 10.617 304.625 10.486
0 10.636 278.781 491.773
1 10.640 264.237 16.101
2 10.641 305.624 10.514
0 10.660 277.782 491.791
1 10.662 263.240 16.024
2 10.663 306.624 10.543
0 10.684 276.782 491.809
1 10.688 262.243 15.947
2 10.691 307.624 10.571
0 10.710 275.782 491.827
1 10.711 261.246 15.869
2 10.712 308.623 10.599
0 10.732 274.782 491.846
1 10.735 260.249 15.792
2 10.738 309.623 10.628
0 10.755 273.782 491.864
1 10.756 259.252 15.715
2 10.757 310.622 10.656
0 10.773 272.782 491.882
1 10.774 258.255 15.637
2 10.776 311.622 10.684
0 10.797 271.783 491.900
1 10.800 257.258 15.560
2 10.803 312.622 10.713
0 10.822 270.783 491.918
1 10.823 256.261 15.483
2 10.824 313.621 10.741
0 10.848 269.783 491.936
1 10.850 255.264 15.405
2 10.851 314.621 10.769
0 10.868 268.783 491.954
1 10.869 254.267 15.328
2 10.871 315.620 10.798
0 10.892 267.783 491.972
1 10.895 253.270 15.251
2 10.898 316.620 10.826
0 10.915 266.783 491.990
1 10.917 252.273 15.173
2 10.918 317.620 10.854
0 10.935 265.784 492.008
1 10.937 251.276 15.096
2 10.938 318.619 10.883
0 10.958 264.784 492.026
1 10.960 250.279 15.019
2 10.961 319.619 10.911
0 10.976 263.784 492.044
1 10.978 249.282 14.941
2 10.979 320.618 10.940
0 10.997 262.784 492.062
1 10.998 248.285 14.864
2 10.999 321.618 10.968
0 11.019 261.784 492.081
1 11.023 247.288 14.787
2 11.026 322.618 10.996
0 11.045 260.784 492.099
1 11.047 246.291 14.709
2 11.048 323.617 11.025
0 11.067 259.785 492.117
1 11.068 245.294 14.632
2 11.069 324.617 11.053
0 11.092 258.785 492.135
1 11.095 244.297 14.555
2 11.096 325.616 11.081
0 11.115 257.785 492.153
1 11.116 243.300 14.477
2 11.118 326.616 11.110
0 11.138 256.785 492.171
1 11.141 242.303 14.400
2 11.144 327.616 11.138
0 11.163 255.785 492.189
1 11.164 241.306 14.323
2 11.165 328.615 11.166
0 11.187 254.785 492.207
1 11.190 240.309 14.245
2 11.194 329.615 11.195
0 11.209 253.786 492.225
1 11.210 239.312 14.168
2 11.211 330.614 11.223
0 11.228 252.786 492.243
1 11.229 238.315 14.091
2 11.230 331.614 11.251
0 11.253 251.786 492.261
1 11.256 237.318 14.013
2 11.257 332.613 11.280
0 11.275 250.786 492.279
1 11.276 236.321 13.936
2 11.277 333.613 11.308
0 11.298 249.786 492.297
1 11.302 235.324 13.859
2 11.304 334.613 11.337
0 11.319 248.786 492.316
1 11.320 234.327 13.781
2 11.322 335.612 11.365
0 11.339 247.787 492.334
1 11.341 233.330 13.704
2 11.342 336.612 11.393
0 11.364 246.787 492.352
1 11.369 232.332 13.627
2 11.371 337.611 11.422
0 11.389 245.787 492.370
1 11.390 231.335 13.549
2 11.391 338.611 11.450
0 11.411 244.787 492.388
1 11.412 230.338 13.472
2 11.413 339.611 11.478
0 11.432 243.787 492.406
1 11.433 229.341 13.395
2 11.433 340.610 11.507
0 11.451 242.787 492.424
1 11.452 228.344 13.317
2 11.453 341.610 11.535
0 11.470 241.788 492.442
1 11.472 227.347 13.240
2 11.472 342.609 11.563
0 11.491 240.788 492.460
1 11.492 226.350 13.163
2 11.493 343.609 11.592
0 11.509 239.788 492.478
1 11.510 225.353 13.085
2 11.511 344.609 11.620
0 11.526 238.788 492.496
1 11.527 224.356 13.008
2 11.528 345.608 11.648
0 11.543 237.788 492.514
1 11.544 223.359 12.931
2 11.545 346.608 11.677
0 11.560 236.788 492.532
1 11.563 222.362 12.853
2 11.566 347.607 11.705
0 11.576 235.789 492.551
1 11.577 221.365 12.776
2 11.578 348.607 11.734
0 11.588 234.789 492.569
1 11.589 220.368 12.699
2 11.591 349.607 11.762
0 11.601 233.789 492.587
1 11.602 219.371 12.621
2 11.603 350.606 11.790
0 11.612 232.789 492.605
1 11.614 218.374 12.544
2 11.615 351.606 11.819
0 11.626 231.789 492.623
1 11.627 217.377 12.467
2 11.628 352.605 11.847
0 11.640 230.789 492.641
1 11.641 216.380 12.389
2 11.642 353.605 11.875
0 11.653 229.789 492.659
1 11.654 215.383 12.312
2 11.656 354.605 11.904
0 11.667 228.790 492.677
1 11.668 214.386 12.235
2 11.669 355.604 11.932
0 11.680 227.790 492.695
1 11.682 213.389 12.157
2 11.683 356.604 11.960
0 11.694 226.790 492.713
1 11.696 212.392 12.080
2 11.697 357.603 11.989
0 11.708 225.790 492.731
1 11.710 211.395 12.003
2 11.711 358.603 12.017
0 11.722 224.790 492.749
1 11.723 210.398 11.925
2 11.725 359.603 12.045
0 11.736 223.790 492.767
1 11.737 209.401 11.848
2 11.738 360.602 12.074
0 11.748 222.791 492.786
1 11.750 208.404 11.771
2 11.751 361.602 12.102
0 11.762 221.791 492.804
1 11.763 207.407 11.694
2 11.764 362.601 12.131
0 11.775 220.791 492.822
1 11.776 206.410 11.616
2 11.777 363.601 12.159
0 11.788 219.791 492.840
1 11.790 205.413 11.539
2 11.792 364.601 12.187
0 11.803 218.791 492.858
1 11.804 204.416 11.462
2 11.805 365.600 12.216
0 11.816 217.791 492.876
1 11.818 203.419 11.384
2 11.820 366.600 12.244
0 11.831 216.792 492.894
1 11.832 202.422 11.307
2 11.834 367.599 12.272
0 11.845 215.792 492.912
1 11.846 201.425 11.230
2 11.848 368.599 12.301
0 11.858 214.792 492.930
1 11.860 200.428 11.152
2 11.861 369.599 12.329
0 11.872 213.792 492.948
1 11.874 199.431 11.075
2 11.875 370.598 12.357
0 11.886 212.792 492.966
1 11.887 198.434 10.998
2 11.889 371.598 12.386
0 11.899 211.792 492.984
1 11.900 197.437 10.920
2 11.902 372.597 12.414
0 11.912 210.793 493.002
1 11.913 196.440 10.843
2 11.914 373.597 12.442
0 11.925 209.793 493.021
1 11.926 195.443 10.766
2 11.927 374.597 12.471
0 11.941 208.793 493.039
1 11.942 194.446 10.688
2 11.944 375.596 12.499
0 11.956 207.793 493.057
1 11.958 193.449 10.611
2 11.960 376.596 12.528
0 11.971 206.793 493.075
1 11.972 192.452 10.534
2 11.973 377.595 12.556
0 11.983 205.793 493.093
1 11.984 191.455 10.456
2 11.985 378.595 12.584
0 12.001 204.794 493.111
1 12.004 190.458 10.379
2 12.005 379.595 12.613
0 12.016 203.794 493.129
1 12.017 189.461 10.302
2 12.018 380.594 12.641
0 12.028 202.794 493.147
1 12.029 188.464 10.224
2 12.030 381.594 12.669
